﻿M5003-4_1_1_1,I didn't expect there to be a Tea Stall here... ,ข้าไม่คิดว่าจะมีร้านชาอยู่ที่นี่...
JLM-4-1_6_2_1,"Causing chaos in the martial world... Elder Brother, do you really want to plunge the world into chaos again?",ออกอาละวาดในยุทธภพอีกครั้ง... ศิษย์พี่ ท่านคิดจะทำให้ใต้หล้าวุ่นวายอีกครั้งหรือ?
JLM-4-1_6_2_2,"Oh, isn't this my good junior brother? How come you look even older than me now?",โอ๊ะ นี่ไม่ใช่ศิษย์น้องสุดที่รักของข้าหรอกหรือ? เหตุใดเจ้าถึงดูแก่กว่าข้าเสียอีก?
JLM-4-1_6_2_3,"Elder Brother, do you still remember our original intention of creating the Nine Factions Sect?\nLook around, what has the Nine Factions Sect brought to the world now!","ศิษย์พี่ ท่านยังจำเจตนาแรกเริ่มที่พวกเราสร้างนิกายเก้าฝ่ายได้หรือไม่?\nท่านลองลืมตาดูเถิด บัดนี้นิกายเก้าฝ่ายได้สร้างอะไรให้กับยุทธภพนี้กันแน่?"
JLM-4-1_6_2_4,"Tsk, so many years have passed, and you're still as naive as you were back then.",เฮอะ! ผ่านไปตั้งหลายปี เจ้าก็ยังคงไร้เดียงสาเหมือนเดิม
JLM-4-1_6_2_5,"If it were as you thought, the Nine Factions Sect was just to shelter the unfortunate children of the world, I'm afraid the Nine Factions Sect would have ceased to exist by now, or it would be a soft persimmon that any Tom, Dick, or Harry could squeeze!",ถ้าตามที่เจ้าคิดว่านิกายเก้าฝ่าย มีไว้เพียงเพื่อคุ้มครองเหล่าผู้ตกทุกข์ได้ยาก ป่านนี้นิกายเก้าฝ่ายก็คงถูกลบเลือนจากยุทธภพไปนานแล้ว หรือไม่ก็ถูกใครต่อใครเหยียบย่ำดั่งลูกแตง!
JLM-4-1_6_2_6,"It's meaningless to just gather the unfortunate people, the world is about who has the harder fist!",การรวมกลุ่มคนที่ไร้อำนาจไว้ด้วยกัน มันไม่มีประโยชน์ใดๆ ในยุทธภพนี้ ทุกอย่างขึ้นอยู่กับว่าใครมีหมัดที่แข็งแกร่งกว่ากันต่างหาก!
JLM-4-1_6_2_7,It seems you've forgotten the teachings of our master.,ดูท่าว่าท่านคงลืมคำสอนของท่านอาจารย์ไปเสียแล้ว
JLM-4-1_6_2_8,"Our master once said, there is righteousness between heaven and earth, and right and wrong, black and white, are in the hearts of the people.",ท่านอาจารย์เคยกล่าวไว้ว่า ท่ามกลางสวรรค์และปฐพี ย่อมมีพลังแห่งคุณธรรมอยู่ในหมู่ประชาชน ความถูกผิดย่อมอยู่ในใจของผู้คน
JLM-4-1_6_2_9,"Even if your fist is hard enough, what if the people dare to be angry but dare not speak? Have you ever thought about how people will evaluate you a hundred years later?",ต่อให้หมัดของท่านจะแข็งแกร่งเพียงใด หากใต้หล้าเกรงกลัวแต่ไม่ศรัทธา ท่านเคยคิดบ้างหรือไม่ว่าอีกร้อยปีข้างหน้าผู้คนจะจดจำท่านเช่นไร?
JLM-4-1_6_2_10,"Let the people a hundred years later evaluate what happens a hundred years later, it's enough for me to live freely!",อีกหนึ่งร้อยปีข้างหน้าจะเป็นเช่นไร ก็ให้คนในอนาคตเป็นผู้ตัดสิน ข้าใช้ชีวิตอย่างอิสระเสรีในเวลานี้ก็เพียงพอแล้ว!
JLM-4-1_6_2_11,"Besides, he is my disciple, naturally it's up to me to teach him how to behave, where do you, my junior brother, get the right to interfere?",อีกอย่าง เขาเป็นศิษย์หลานของข้า ข้าย่อมเป็นผู้สั่งสอนเขา ไหนเลยจะเป็นตาของเจ้ามายุ่งเกี่ยว?
JLM-4-1_6_2_12,"He is your disciple, but he is also my disciple! How can I stand by and watch him go astray!",เขาเป็นศิษย์หลานของท่าน แต่เขาก็เป็นศิษย์ของข้าด้วย! ข้าย่อมไม่อาจยอมให้เขาก้าวเดินผิดทางต่อหน้าข้าได้!
JLM-4-1_6_2_13,"What? Good disciple, you also took him as your master?",อะไรนะ? ศิษย์รักของข้า เจ้ากราบไหว้ศิษย์น้องข้าเป็นอาจารย์ด้วยอย่างนั้นหรือ?
JLM-4-1_6_2_14,"... Yes, before I joined the Nine Factions Sect, I did take my uncle as my master.",......อืม ข้าฝากตัวเป็นศิษย์ของท่านอาจารย์ก่อนเข้าร่วมนิกายเก้าฝ่าย
JLM-4-1_6_2_15,"Tsk, that won't do, wouldn't that mess up the seniority?\n{PlayerName}, I, Chu Kuangsheng, take you as my disciple, from today on you are my disciple, we can't be inferior to others!","เฮอะ แบบนี้ไม่ได้สิ! ถ้าเป็นเช่นนี้ลำดับอาวุโสไม่ปั่นป่วนไปหมดหรือ?\n{PlayerName} ข้าฉู่กวงเฉิงรับเจ้ามาเป็นศิษย์ ตั้งแต่วันนี้เป็นต้นไป เจ้าคือศิษย์ของข้า! จำไว้ว่าเราไม่ควรยอมเป็นรองใคร!"
JLM-4-1_6_2_16,"Elder Brother, you--!",ศิษย์พี่ ท่าน—!
JLM-4-1_6_2_17,"{PlayerName}, aren't you going to call me master?",{PlayerName} ยังไม่รีบเรียกข้าว่าอาจารย์อีก?
JLM-4-1_6_2_18,"Disciple {PlayerName}, greet master!",ศิษย์ {PlayerName} ขอคารวะอาจารย์!
JLM-4-1_6_2_19,You--you really pissed me off!,เจ้า... เจ้านี่มันน่าหงุดหงิดจริงๆ!
