﻿BuffInfo_DLC教学特征1,Giant Roll increases Attack and Defense.,เพิ่มการโจมตีและการป้องกันอย่างมาก
GeneralQue-15_3_7,"You mean those things? Hey, they're all sorts of things I've won from unlucky people along the way. I've put these treasures into various boxes and invented a new kind of fun gambling game.",เจ้าหมายถึงพวกนี้รึ? เฮอะ ก็แค่ของที่ข้ากวาดมาจากพวกโชคร้ายระหว่างทาง ข้าเอาสิ่งเหล่านี้ไปใส่กล่องแบบสุ่ม แล้วสร้างพนันรูปแบบใหม่ขึ้นมา!
GeneralQue-15_3_8,"How about it, will you play a game with me?",ว่าอย่างไร สนใจเล่นกับข้าสักตาไหม?
GeneralQue-15_3_9,"Sister Hua, you've always been credible, you shouldn't cheat me. Alright, I'll play with you.",แม่นางฮวานั้นรักษาคำพูดมาโดยตลอด คงไม่คิดวางแผนต้มตุ๋นข้า... เช่นนั้น ข้าจะขอร่วมพนันกับเจ้า!
GeneralQue-15_3_10,"My game is simple, you spend a certain amount of resources to get any box from my horse cart. The things in the box are varied, good and bad, but once you buy it, you can't return it. You have to accept the result of the gamble.",กติกานั้นง่ายดาย เจ้าจ่ายทรัพยากรจำนวนหนึ่ง แล้วเลือกหีบบนรถม้าของข้าไปหนึ่งกล่อง ของข้างในมีทั้งดีและร้าย แต่เมื่อเลือกแล้ว ย่อมต้องยอมรับผลลัพธ์ของมัน!
GeneralQue-15_3_11,"Interesting, which box should I choose...",น่าสนใจ ข้าควรเลือกหีบไหนดี...
GeneralQue-15_op_1,Sturdy black iron box<color=#c44b0e>(2000 Coins)</color>,หีบเหล็กดำทมิฬ <color=#c44b0e>(2000 เหรียญทองแดง)</color>
GeneralQue-15_op_2,Dusty leather box<color=#c44b0e>(2000 Food)</color>,หีบหนังเก่าคร่ำคร่า <color=#c44b0e>(2000 เสบียงอาหาร)</color>
GeneralQue-15_op_3,Uniquely shaped rattan box<color=#c44b0e>(2000 Herbs)</color>,หีบหวายสานลวดลายวิจิตร <color=#c44b0e>(2000 สมุนไพร)</color>
GeneralQue-15_op_4,Clean and simple wooden box<color=#c44b0e>(2000 Wood)</color>,หีบไม้ธรรมดาสะอาดสะอ้าน <color=#c44b0e>(2000 ไม้)</color>
GeneralQue-15_op_5,Gorgeous and grand copper box<color=#c44b0e>(2000 Minerals)</color>,หีบทองแดงอร่ามหรู <color=#c44b0e>(2000 แร่)</color>
GeneralQue-15_op_6,"Gambling is a sinful abyss, I'd better not choose...",การพนันเป็นหนทางแห่งหายนะ ข้าขอไม่เลือกอะไรดีกว่า...
GeneralQue-15_4_1,"You come to the outside of the sect's Mountain Entrance and find Yi Zhihua leaning on the wheel of the horse cart as before, playing with the dice in her hand in boredom.",เจ้ากลับมาถึงประตูสำนักอีกครั้ง พบว่าอี้จือฮวายังคงพิงรถม้าเหมือนเดิม พร้อมหมุนลูกเต๋าเล่นด้วยสีหน้าเบื่อหน่าย
GeneralQue-15_4_2,"It seems that Sister Hua has been quite lucky with her gambling recently. The boxes on the cart have not decreased, but have increased.",ดูเหมือนว่าช่วงนี้พี่ฮัวจะโชคดีในเรื่องพนันมาก กล่องบนรถไม่ได้น้อยลงเลย แถมยังมีเพิ่มขึ้นด้วย
GeneralQue-15_4_3,"Those fools not only have no discernment, can't find the boxes with good things, but also have bad luck. Winning their things is simply boring.",พวกโง่เง่าเหล่านั้น ทั้งสายตาแย่ ฝีมือห่วย แถมยังโชคร้ายถึงที่สุด! เอาชนะพวกนั้นมันง่ายเสียจนไม่สนุกเอาเสียเลย
GeneralQue-15_4_4,"It's more fun to play with smart people like you. Tell me, which one are you going to choose this time?",หากจะเล่นให้มันส์ ก็ต้องเป็นคนฉลาดแบบเจ้า! ว่าไงล่ะ คราวนี้จะเลือกกล่องไหน?
GeneralQue-15_4_5,Which box should I choose...,ข้าควรเลือกหีบไหนดี...
GeneralQue-15_5_1,"I want this box, there must be good things inside!",ข้าขอเลือกหีบนี้! ข้ารู้ว่าต้องมีของดีอยู่แน่!
GeneralQue-15_5_2,"Let me see, inside is... this is not reasonable! How could you choose such a good thing!",มาดูกันว่ามีอะไรข้างใน... นี่มัน! ไม่สมเหตุสมผลเลย! เจ้าเลือกของดีไปได้อย่างไร!?
GeneralQue-15_5_3,"Sister Hua, you said it yourself, once bought, no returns, you have to accept the result of the gamble~",แม่นางฮวา นี่เป็นคำพูดของเจ้าเองมิใช่หรือ— ‘เมื่อเลือกแล้ว ต้องยอมรับผลลัพธ์ของมัน’ ฮ่าๆๆ!
GeneralQue-15_5_4,"Humph, come again if you dare, I don't believe you can be so lucky!",หึ! ถ้ามีปัญญาก็มาอีก ข้าไม่เชื่อหรอกว่าเจ้าจะโชคดีได้ตลอด!
