﻿BuffEffect_OnEnable,{0} gains <#00FF00>{1}</color> status,{0} ได้รับ สถานะ <#00FF00>{1}</color> 
BuffName_新仇旧恨,Vendetta
BuffName_情之守护,Protection of love
BuffName_创伤未愈,Unhealed wound
BuffName_苦尽甘来,Overcoming hardship
BuffName_鸡飞蛋打,Broken eggs
BuffName_吃饱睡好,Well rest
BuffName_昏睡脱力,Passed out
BuffName_琅琊铁匠,Langya blacksmith,ช่างตีเหล็กหลางหยา
BuffName_琅琊铁匠_附属1,Langya blacksmith,ช่างตีเหล็กหลางหยา
BuffName_雄鸡之威,Rooster pride
BuffName_秀才身份,Scholar
BuffName_举人身份,Graduate
BuffName_乡试解元,Provincial Top Examiner
BuffName_会试会元,Country Top Examiner
BuffName_虚弱脱力,Weakened
BuffName_善心未泯,Heart of benevolent
BuffName_贡士身份,Recognized Scholar
BuffName_牙尖嘴利,Sharp tongue
BuffName_牙尖嘴利_附属1,Sharp tongue
BuffName_生机勃发,Vibrant
BuffName_老态龙钟,Old age
BuffName_病疾缠身,Sickly
BuffName_死如灯灭,Close to the grave
BuffName_本草秘术,Secret of plants
BuffName_心思通明,Studious
BuffName_软筋散之毒,Enfeeble pill Poison
BuffName_舍生取义,Righteous offering
BuffName_家传技艺,Inherited skill
BuffName_家传技艺_附属1,Inherited skill
BuffName_探囊取物,Pickpocket
BuffName_探囊取物_附属1,Pickpocket
BuffName_铁锁缠身,Chained
BuffName_走火入魔,Obsessed
BuffName_粮草充备,Well-fed
BuffName_粮草充备_光环,Well-fed
BuffName_体无完肤,Bruised
BuffName_带发修行,No-shave monk
BuffName_铜人压制,Iron golem restrained
BuffName_伤筋动骨,Muscle injuries
BuffName_奄奄一息,Near-death
BuffName_精通梵文,Sanskrit proficiency
BuffName_金身罗汉,Arhat golden body
BuffName_寸步不离,Inseparable
BuffName_遍体鳞伤,Wounded body
BuffName_遍体鳞伤_附属1,Broken bone
BuffName_三花聚顶,Three flowers converge
BuffName_心慈手软,Kind-hearted and soft
BuffName_乐天无邪,Innocent and carefree
BuffName_无心之失,Unintentional mistake
BuffName_幡然醒悟,Suddenly enlightened
BuffName_血蛊宿主,Host of blood gu
BuffName_财运亨通,Good fortune
BuffName_雨露均沾,Benefit equally
BuffName_经脉受损,Meridian damaged
BuffName_一气呵成,Done in one go
BuffName_宁思一进,Think before advancing
BuffName_一以贯之,Consistent
BuffName_一气呵成_空buff,Done in one go
BuffName_宁思一进_空buff,Think before advancing
BuffName_一以贯之_空buff,Consistent
BuffName_养精蓄锐1,Nurture energy and store strength
BuffName_养精蓄锐2,Nurture energy and store strength
BuffName_养精蓄锐3,Nurture energy and store strength
BuffName_师父救驾,Master to the rescue
BuffName_微醺,Slightly drunk
BuffName_半酣,Half drunk
BuffName_酣畅,Happy drunk
BuffName_酩酊,Completely drunk
BuffName_醉酒,Drunk
BuffName_气血逆流,Qi Blood Reversal
BuffName_压制九成功力,Self-restrained
BuffName_压制八成功力,Self-restrained
BuffName_压制七成功力,Self-restrained
BuffName_压制六成功力,Self-restrained
BuffName_压制五成功力,Self-restrained
BuffName_压制四成功力,Self-restrained
BuffName_压制三成功力,Self-restrained
BuffName_压制二成功力,Self-restrained
BuffName_压制一成功力,Self-restrained
BuffName_功力提升一成,Increase in Martial Arts
BuffName_功力提升二成,Increase in Martial Arts
BuffName_功力提升三成,Increase in Martial Arts
BuffName_功力提升四成,Increase in Martial Arts
BuffName_功力提升五成,Increase in Martial Arts
BuffName_功力提升六成,Increase in Martial Arts
BuffName_功力提升七成,Increase in Martial Arts
BuffName_功力提升八成,Increase in Martial Arts
BuffName_功力提升九成,Increase in Martial Arts
BuffName_功力提升十成,Increase in Martial Arts
BuffName_沉鱼落雁,Alluring beauty
BuffName_门派天赋战意凛然,Burning spirit
BuffName_门派天赋玄门正宗,Authentic sect
BuffName_门派天赋众志成城,United we stand
BuffName_门派天赋妙手空空,Sleight of hand
BuffName_门派天赋飞星连珠,Throwing expert
BuffName_门派天赋明察秋毫,Discerning eyes
BuffName_门派天赋九流杂学,Streetwise
BuffName_门派天赋逆流而上,Upstream walk
BuffName_门派天赋兵器亲和,Weapon expert
BuffName_门派天赋医术精研,Medical master,ปรมาจารย์แพทย์
BuffName_门派天赋儒者之风,Disciples of Confucius
BuffName_门派天赋菩提禅心,Buddha heart
BuffName_门派天赋摸金校尉,Tomb raider
BuffName_门派天赋日进斗金,Daily income,รายได้รายวัน
BuffName_望穿秋水,Endearing Wait
BuffName_比翼连枝,Together As One
BuffName_珠联璧合,Happy Together
BuffName_花开富贵,Gorgeous Flower
BuffName_吟风弄月,Under The Moon
BuffName_相濡以沫,A Friend In Need
BuffName_海角天涯,Faraway Place
BuffName_白首相随,Accompanied by Bai Shou
BuffName_龙凤呈祥,Dragon and Phoenix Auspicious
BuffName_其利断金,Pull Together
BuffName_暗香浮动,Fragrant Assault
BuffName_凤舞九天,Phoenix Dance Heavens
BuffName_暖胃舒心,Warm and comfort
BuffName_睚眦必报,Vengeful
BuffName_感同身受,Sharing pains
BuffName_郡主私房,Princess's allowance
BuffName_春泥护花,Lover protection
BuffName_从一而终,Only you
BuffName_同心协力,United we stand
BuffName_琴瑟和鸣,Harmony of Qin and Se
BuffName_蕙质兰心,Orchid Heart
BuffName_风情万种,Full of charm
BuffName_左右逢源,Profit from both sides
BuffName_我为君狂,Madly in love
BuffName_闻声天籁,Heavenly melody
BuffName_共生血蛊,Symbiotic blood worm
BuffName_怡情悦性,Pleasant and cheerful
BuffName_奋发图强,Strive to become stronger
BuffName_情窦暗开,Pure heart and universal kindness
BuffName_鸾凤合鸣,Phoenix in harmony
BuffName_冲怒一冠,Mad charge
BuffName_痛不欲生,Desperated
BuffName_肝肠寸断,Broken heart
BuffName_黯然销魂,Demoralized
BuffName_生无可恋,Suicidal rage
BuffName_悲伤欲绝,Painful tears
BuffName_庖丁解牛法buff1_附属,Disable armor
BuffName_太极剑法buff1_附属,Internal break
BuffName_无锋剑法buff1_附属,Disable armor
BuffName_求败九式buff1_附属,Disarm
BuffName_求败九式buff2_附属,Blitz attack
BuffName_无极剑法buff1_附属,Disable armor
BuffName_无名剑法buff1_附属,Vulnerable
BuffName_大力金刚掌buff1_附属,Disable armor
BuffName_伤情别离掌buff1_附属,Vulnerable
BuffName_醉仙拳buff1,Drunk
BuffName_醉仙拳buff2_附属,Evasion Enhancement
BuffName_断情掌buff1_附属,Vulnerable
BuffName_野球拳buff1_附属,Disable armor
BuffName_如来神掌buff2_附属1,Internal break
BuffName_如来神掌buff2_附属2,Vulnerable
BuffName_如来神掌buff2_附属3,Disable armor
BuffName_翻云遮天手buff2_附属1,Cut tendon
BuffName_灭天掌buff2_附属,Hurt the enemy and break the qi
BuffName_降霜拳法buff2_附属,Disable armor
BuffName_悲欢指法buff1_附属,Extreme joy turns to sorrow
BuffName_金刚降魔杵buff1_附属,Disable armor
BuffName_玄煞棍法buff2_附属,Slowed
BuffName_疯魔棍法buff2_附属,Out of control
BuffName_达摩杖法buff1_附属,Disable technique
BuffName_达摩杖法buff2_附属,Disable armor
BuffName_沥泉枪法buff1_附属,Disable armor
BuffName_金刚锤法buff1_附属,Disable armor
BuffName_蝶舞天涯buff1_附属,Internal break
BuffName_蝶舞天涯buff2_附属,"Like crying, like complaining"
BuffName_惊鸿一梦buff1_附属,Unconcious
BuffName_寒江独钓buff1_附属,Disarm
BuffName_蝶恋花buff_附属,Charm
BuffName_兰亭序buff3_附属,Internal break
BuffName_扇舞春秋buff1_附属,Disable technique
BuffName_梅花三弄buff1_附属,Sound enters the rosy clouds
BuffName_万蛊谣buff3_附属,Slumber
BuffName_霸王卸甲buff1_附属,Lingering sound
BuffName_笑红尘buff2_附属,Internal break
BuffName_十面埋伏buff1_附属,Vulnerable
BuffName_十面埋伏buff2_附属,Truly frightened
BuffName_十面埋伏buff3_附属,Return to camp after victory
BuffName_碎骨击buff1_附属,Broken bone
BuffInfo_庖丁解牛法buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_太极剑法buff1_附属,Unable to trigger Main Internal effect.
BuffInfo_无锋剑法buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_求败九式buff1_附属,Weapon attributes and effects are disabled.
BuffInfo_求败九式buff2_附属,Action Speed increased by 15%.
BuffInfo_无极剑法buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_无名剑法buff1_附属,Guaranteed to be Critical when attacked.
BuffInfo_大力金刚掌buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_伤情别离掌buff1_附属,Guaranteed to be Critical when attacked.
BuffInfo_醉仙拳buff2_附属,Evasion increased by 15%.
BuffInfo_断情掌buff1_附属,Guaranteed to be Critical when attacked.
BuffInfo_野球拳buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_如来神掌buff2_附属1,Unable to trigger Main Internal effect.
BuffInfo_如来神掌buff2_附属2,Guaranteed to be Critical when attacked.
BuffInfo_如来神掌buff2_附属3,The armor you are wearing has fallen off and cannot function.
BuffInfo_翻云遮天手buff2_附属,"Affected by enemy's Cut tendon effect, own Movement Range reduced."
BuffInfo_降霜拳法buff2_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_金刚降魔杵buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_玄煞棍法buff2_附属,Parry and Evasion reduced.
BuffInfo_疯魔棍法buff2_附属,"Out of control, guaranteed to be Critical when attacked."
BuffInfo_达摩杖法buff1_附属,Unable to use martial arts and special moves.
BuffInfo_达摩杖法buff2_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_沥泉枪法buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_金刚锤法buff1_附属,The armor you are wearing has fallen off and cannot function.
BuffInfo_蝶舞天涯buff1_附属,Unable to trigger Main Internal effect.
BuffInfo_蝶舞天涯buff2_附属,Action Speed decreases by 15%.
BuffInfo_惊鸿一梦buff1_附属,"Unable to act, will definitely be Critical when attacked."
BuffInfo_寒江独钓buff1_附属,Weapon attributes and effects are disabled.
BuffInfo_蝶恋花buff_附属,"Lost mind, help the enemy attack their own people."
BuffInfo_兰亭序buff3_附属,Unable to trigger Main Internal effect.
BuffInfo_扇舞春秋buff1_附属,Unable to use martial arts and special moves.
BuffInfo_梅花三弄buff1_附属,
BuffInfo_万蛊谣buff3_附属,"Definitely Critical when attacked, and immediately sober up."
BuffInfo_霸王卸甲buff1_附属,
BuffInfo_笑红尘buff2_附属,Unable to trigger Main Internal effect.
BuffInfo_十面埋伏buff1_附属,Guaranteed to be Critical when attacked.
BuffInfo_十面埋伏buff2_附属,Attack and Defense are reduced by 15%.
BuffInfo_十面埋伏buff3_附属,"Combo increases by 15%, Action Speed increases by 15%."
BuffInfo_碎骨击buff1_附属,Damage reduced by 15% when attacking.
BuffName_绝招菩提金身,Buddha Golden Body
BuffName_酥筋化骨香buff1_附属1,Muscle Relaxant Incense
BuffName_酥筋化骨香buff1_附属2,Muscle Relaxant Incense
BuffName_天地无极buff1_附属2,Infinity World
BuffName_绝招罢黜百家_附属,Only One School
BuffName_绝招搜山检海,Leave No Stone Untouched
BuffName_否极泰来buff1_附属1,Overcoming Hardship
BuffName_六字大明咒buff1_附属1,Six Character Charm
BuffName_六字大明咒buff1_附属2,Six Character Charm
BuffName_天籁魔音buff1_附属1,Tianlai Magic Sound
BuffName_天籁魔音buff1_附属2,Tianlai Magic Sound
BuffInfo_绝招菩提金身,Get 1 time of being hit with No damage effect
BuffInfo_酥筋化骨香buff1_附属1,"Action Speed -10%, Critical -5%, Parry -5%, Evasion -5%"
BuffInfo_酥筋化骨香buff1_附属2,"Action Speed -20%, Critical -10%, Parry -10%, Evasion -10%"
BuffInfo_天地无极buff1_附属2,Recover 10% of maximum MP value each action
BuffInfo_绝招罢黜百家_附属,"Own Poisoned, Bleeding, Internal Injury, Sealed, Blinded reduced by 50%, Action Speed increased by 50%"
BuffInfo_绝招搜山检海,Final damage reduced by 15% when attacked.
BuffInfo_否极泰来buff1_附属1,"This Attack will definitely be Critical, definitely Combo."
BuffInfo_六字大明咒buff1_附属1,<#FE2929>Defense is reduced by 8%</color>.
BuffInfo_六字大明咒buff1_附属2,<#FE2929>Defense is reduced by 15%</color>.
BuffInfo_天籁魔音buff1_附属1,"<#FE2929>Attack is reduced by 5%</color>, <#FE2929>Action Speed is decreased by 10%</color>"
BuffInfo_天籁魔音buff1_附属2,"<#FE2929>Attack is reduced by 8%</color>, <#FE2929>Action Speed is decreased by 15%</color>"
BuffName_五毒散,Five poisons powder
BuffName_蒙汗药,Anesthetic drug
BuffName_腐骨散,Bone breaking powder
BuffName_断筋丸,Tendon breaking pill
BuffName_断肠散,Intestine destroying pill
BuffName_迷魂散,Narcotic powder
BuffName_软骨散,Weaken powder
BuffName_逍遥丸,Carefree pill
BuffName_催魂散,Soul catcher powder
BuffName_销魂烟,Soul breaking smoke
BuffName_化骨散,Bone melting powder
BuffName_散功丹,Energy taker pill
BuffName_鹤顶红,Red crane poison
BuffName_怯战丹,Cowardice pill
BuffName_血煞丹,Blood rage pill
BuffName_软筋散,Enfeeble pill
BuffName_冰蚕蛊毒,Ice silkworm poison
BuffName_脑神丹,Brain control pill
BuffName_闺门暗香,Secret fragrance
BuffName_油条1,Accuracy Enhancement
BuffName_清汤面1,Accuracy Enhancement
BuffName_花椒饼1,Accuracy Enhancement
BuffName_青菜包1,Accuracy Enhancement
BuffName_豆包1,Accuracy Enhancement
BuffName_香菇包1,Accuracy Enhancement
BuffName_鲜笋包1,Accuracy Enhancement
BuffName_糖饼1,Accuracy Enhancement
BuffName_莲蓉香饼1,Accuracy Enhancement
BuffName_芙蓉饼1,Accuracy Enhancement
BuffName_八宝蒸糕1,Accuracy Enhancement
BuffName_蚕豆粥1,Accuracy Enhancement
BuffName_蛋花汤1,Accuracy Enhancement
BuffName_青菜粥1,Accuracy Enhancement
BuffName_菜汤1,Accuracy Enhancement
BuffName_鱼丸汤1,Accuracy Enhancement
BuffName_山珍汤1,Accuracy Enhancement
BuffName_素鲜粥1,Accuracy Enhancement
BuffName_莲子粥1,Accuracy Enhancement
BuffName_香菇瘦肉粥1,Accuracy Enhancement
BuffName_糖面人1,Accuracy Enhancement
BuffName_水晶皂儿1,Accuracy Enhancement
BuffName_雕花橙子1,Accuracy Enhancement
BuffName_蜜饯姜片1,Accuracy Enhancement
BuffName_雪花糕1,Accuracy Enhancement
BuffName_饭团1,Critical Enhancement
BuffName_米饭1,Critical Enhancement
BuffName_鸡蛋饼1,Critical Enhancement
BuffName_鸡蛋卷饼1,Critical Enhancement
BuffName_鸡肉饼1,Critical Enhancement
BuffName_鲜肉包1,Critical Enhancement
BuffName_蛋黄酥1,Critical Enhancement
BuffName_卤肉饭1,Critical Enhancement
BuffName_海鲜饭1,Critical Enhancement
BuffName_蛋炒饭1,Critical Enhancement
BuffName_七巧点心1,Critical Enhancement
BuffName_罗汉斋1,Critical Enhancement
BuffName_吉祥如意包1,Critical Enhancement
BuffName_萝卜汤1,Critical Enhancement
BuffName_豆浆1,Critical Enhancement
BuffName_豆腐脑1,Critical Enhancement
BuffName_汤1,Critical Enhancement
BuffName_海鲜粥1,Critical Enhancement
BuffName_砂锅鸡汤1,Critical Enhancement
BuffName_胡辣汤1,Critical Enhancement
BuffName_鲜鱼煲1,Critical Enhancement
BuffName_滋补鲜肉汤1,Critical Enhancement
BuffName_药木瓜1,Critical Enhancement
BuffName_鸡头酿砂糖1,Critical Enhancement
BuffName_蜜饯李子1,Critical Enhancement
BuffName_梅子姜1,Critical Enhancement
BuffName_糖糜乳糕浇1,Critical Enhancement
BuffName_水煮蛋1,Evasion Enhancement
BuffName_烤鱼1,Evasion Enhancement
BuffName_烤肉串1,Evasion Enhancement
BuffName_烤香菇1,Evasion Enhancement
BuffName_烤白菜1,Evasion Enhancement
BuffName_粉蒸肉1,Evasion Enhancement
BuffName_糖醋鱼1,Evasion Enhancement
BuffName_糖醋排骨1,Evasion Enhancement
BuffName_四喜丸子1,Evasion Enhancement
BuffName_小炒肉1,Evasion Enhancement
