﻿UI_InstantKill,Instant death,เสียชีวิตทันที
UINewRole_RoleInfo_RoleInfor_Reduced(1)_baoji,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(1)_gedang,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(1)_yishu,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(1)_dushu,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(1)_anqi,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(2)_quanzhang,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(2)_yujian,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(2)_shuadao,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(2)_changbing,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(2)_duanbing,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(2)_yinlv,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(3)_rende,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(3)_yiqi,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(3)_lijie,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(3)_zhihui,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(3)_xinyong,-20,-20
UINewRole_RoleInfo_RoleInfor_Reduced(3)_yongmeng,-20,-20
UINewRole_Radar_txt,con,พลังกาย
UINewRole_Radar_Text1,int,สติปัญญา
UINewRole_Radar_Text2,luk,โชค
UINewRole_Radar_Text3,dex,คล่องแคล่ว
UINewRole_Radar_Text4,str,พละกำลัง
UINewRole_Radar_BaseProperties_txt_tizhi,5,5
UINewRole_Radar_BaseProperties_txt_wuxing,5,5
UINewRole_Radar_BaseProperties_txt_fuyuan,5,5
UINewRole_Radar_BaseProperties_txt_minjie,5,5
UINewRole_Radar_BaseProperties_txt_bili,5,5
UINewRole_Radar_zengjia_tizhi,（+1）,(+1)
UINewRole_Radar_zengjia_wuxing,（+1）,(+1)
UINewRole_Radar_zengjia_fuyuan,（+1）,(+1)
UINewRole_Radar_zengjia_minjie,（+1）,(+1)
UINewRole_Radar_zengjia_bili,（+1）,(+1)
UINewRole_Radar_jianshao_tizhi,（-1）,（-1）
UINewRole_Radar_jianshao_wuxing,（-1）,（-1）
UINewRole_Radar_jianshao_fuyuan,（-1）,（-1）
UINewRole_Radar_jianshao_minjie,（-1）,（-1）
UINewRole_Radar_jianshao_bili,（-1）,（-1）
UINewRole_Features_Text(TMP),Character Traits,ลักษณะตัวละคร
UINewRole_Features_Features1_jiesuo_Name,Kitty,ลูกแมว
UINewRole_Features_Features1_jiesuo_Text(TMP),Trait description trait description trait description trait description trait description.,คำอธิบายลักษณะ
UINewRole_Features_Features2_jiesuo_Name,Kitty,ลูกแมว
UINewRole_Features_Features2_jiesuo_Text(TMP),Trait description trait description trait description trait description trait description.,คำอธิบายลักษณะ
UINewRole_Features_Features3_jiesuo_Name,Kitty,ลูกแมว
UINewRole_Features_Features3_jiesuo_Text(TMP),Trait description trait description trait description trait description trait description.,คำอธิบายลักษณะ
UINewRole_Choice_Text(TMP),Re-select,เลือกอีกครั้ง
UINewRole_Continue_Text(TMP),Next,ถัดไป
UINewRole_Return_Text(TMP),Back,ย้อนกลับ
UINewRole_RoleName_Continue_Text(TMP),Venturing into the World,เข้าสู่ยุทธภพ
UINewRole_RoleName_Return_Text(TMP),Return,ย้อนกลับ
UINewRole_RoleName_Text(TMP),"What is your name, young hero?",จอมยุทธ์น้อย ท่านมีนามว่าอะไร?
UINewRole_RoleName_Name_xing,Surname,แซ่
UINewRole_RoleName_Name_xing_Image_Text(TMP),
UINewRole_RoleName_Name_xing_Image_Text(TMP)(1),Shangguan
UINewRole_RoleName_Name_ming,Name,ชื่อ
UINewRole_RoleName_Name_ming_Image_Text(TMP),Surname,แซ่
UINewRole_RoleName_Name_ming_Image_Text(TMP)(1),Feihong,เฟยหง
UIPackage_menu_Equipment_Text(TMP),Equipment,ของสวมใส่
UIPackage_menu_SecretBook_Text(TMP),Manual,ตำรา
UIPackage_menu_Consume_Text(TMP),Consumables,ของใช้
UIPackage_menu_Material_Text(TMP),Material,วัตถุดิบ
UIPackage_menu_Other_Text(TMP),Other,อื่นๆ
UIPackage_LeftOrRight_left,Talent,พรสวรรค์
UIPackage_LeftOrRight_right,"Attack+20, Inner Strength+2 sdfsd sdf"
UIPackage_left_txt,Requirement,ความต้องการ
UIPackage_title_tag_txt,Requirement,ความต้องการ
UIPackage_selectUser_top_txt,Select User,เลือกผู้ใช้
UIPackage_selectUser_cancel_txt,Cancel,ยกเลิก
UIPackage_selectUser_confirm_txt,LRN,เรียนรู้
UIPackage_selectUser_role_bg_Name_txt,Meng Zhan Mediator
UIPackage_selectUser_role_bg_IsOn,Can Learn,เรียนรู้ได้
UIPackage_selectUser_role_bg_NoRoleTxt,No partners have joined yet,ยังไม่มีพันธมิตรเข้าร่วม
UIPackage1_Role_Title_Text(TMP),Party,กลุ่ม
UIPackage1_Role_RoleInformation_Role_moren_NoRole_Text(TMP),Empty slot,ว่าง
UIPackage1_Role_RoleInformation_Role_Name,Kitty,ลูกแมว
UIPackage1_Role_RoleInformation_Role_shengming,HP,HP
UIPackage1_Role_RoleInformation_Role_shengming_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role_neili,MP,MP
UIPackage1_Role_RoleInformation_Role_neili_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role_neili_yang_Text(TMP),Yang,หยาง
UIPackage1_Role_RoleInformation_Role_neili_yin_Text(TMP),Yin,หยิน
UIPackage1_Role_RoleInformation_Role(1)_moren_NoRole_Text(TMP),Empty slot,ว่าง
UIPackage1_Role_RoleInformation_Role(1)_Name,Kitty,ลูกแมว
UIPackage1_Role_RoleInformation_Role(1)_shengming,HP,HP
UIPackage1_Role_RoleInformation_Role(1)_shengming_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(1)_neili,MP,MP
UIPackage1_Role_RoleInformation_Role(1)_neili_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(1)_neili_yang_Text(TMP),Yang,หยาง
UIPackage1_Role_RoleInformation_Role(1)_neili_yin_Text(TMP),Yin,หยิน
UIPackage1_Role_RoleInformation_Role(2)_moren_NoRole_Text(TMP),Empty slot,ว่าง
UIPackage1_Role_RoleInformation_Role(2)_Name,Kitty,ลูกแมว
UIPackage1_Role_RoleInformation_Role(2)_shengming,HP,HP
UIPackage1_Role_RoleInformation_Role(2)_shengming_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(2)_neili,MP,MP
UIPackage1_Role_RoleInformation_Role(2)_neili_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(2)_neili_yang_Text(TMP),Yang,หยาง
UIPackage1_Role_RoleInformation_Role(2)_neili_yin_Text(TMP),Yin,หยิน
UIPackage1_Role_RoleInformation_Role(3)_moren_NoRole_Text(TMP),Empty slot,ว่าง
UIPackage1_Role_RoleInformation_Role(3)_Name,Kitty,ลูกแมว
UIPackage1_Role_RoleInformation_Role(3)_shengming,HP,HP
UIPackage1_Role_RoleInformation_Role(3)_shengming_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(3)_neili,MP,MP
UIPackage1_Role_RoleInformation_Role(3)_neili_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(3)_neili_yang_Text(TMP),Yang,หยาง
UIPackage1_Role_RoleInformation_Role(3)_neili_yin_Text(TMP),Yin,หยิน
UIPackage1_Role_RoleInformation_Role(4)_moren_NoRole_Text(TMP),Empty slot,ว่าง
UIPackage1_Role_RoleInformation_Role(4)_Name,Kitty,ลูกแมว
UIPackage1_Role_RoleInformation_Role(4)_shengming,HP,HP
UIPackage1_Role_RoleInformation_Role(4)_shengming_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(4)_neili,MP,MP
UIPackage1_Role_RoleInformation_Role(4)_neili_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(4)_neili_yang_Text(TMP),Yang,หยาง
UIPackage1_Role_RoleInformation_Role(4)_neili_yin_Text(TMP),Yin,หยิน
UIPackage1_Role_RoleInformation_Role(5)_moren_NoRole_Text(TMP),Empty slot,ว่าง
UIPackage1_Role_RoleInformation_Role(5)_Name,Kitty,ลูกแมว
UIPackage1_Role_RoleInformation_Role(5)_shengming,HP,HP
UIPackage1_Role_RoleInformation_Role(5)_shengming_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(5)_neili,MP,MP
UIPackage1_Role_RoleInformation_Role(5)_neili_Text(TMP),1000/2000,1000/2000
UIPackage1_Role_RoleInformation_Role(5)_neili_yang_Text(TMP),Yang,หยาง
UIPackage1_Role_RoleInformation_Role(5)_neili_yin_Text(TMP),Yin,หยิน
UIPackage1_RoleInfo_lv,59,59
UIPackage1_RoleInfo_lv_Text(TMP),Level,ระดับ
UIPackage1_RoleInfo_Exp_Text(TMP),Jianghu Knowledge,ประสบการณ์ยุทธ
UIPackage1_RoleInfo_Relation,[Intimate],[คนสนิท]
UIPackage1_RoleInfo_Radar_txt,con,พลังกาย
UIPackage1_RoleInfo_Radar_Text1,int,สติปัญญา
UIPackage1_RoleInfo_Radar_Text2,luk,โชค
UIPackage1_RoleInfo_Radar_Text3,dex,โชค
UIPackage1_RoleInfo_Radar_Text4,str,พละกำลัง
UIPackage1_RoleInfo_Radar_BaseProperties_txt_tizhi,50,50
UIPackage1_RoleInfo_Radar_BaseProperties_txt_wuxing,70,70
UIPackage1_RoleInfo_Radar_BaseProperties_txt_fuyuan,10,10
UIPackage1_RoleInfo_Radar_BaseProperties_txt_minjie,20,20
UIPackage1_RoleInfo_Radar_BaseProperties_txt_bili,30,30
UIPackage1_RoleInfo_RoleInfor_tag_Text,Attack power,พลังโจมตี
UIPackage1_RoleInfo_RoleInfor_tag_Text(1),Qinggong,วิชาตัวเบา
UIPackage1_RoleInfo_RoleInfor_tag_Text(2),Fist,หมัด
UIPackage1_RoleInfo_RoleInfor_tag_Text(3),Blade,ดาบ
UIPackage1_RoleInfo_RoleInfor_tag_Text(4),Short,อาวุธสั้น
UIPackage1_RoleInfo_RoleInfor_tag1_Text,Defense power,พลังป้องกัน
UIPackage1_RoleInfo_RoleInfor_tag1_Text(1),Initial Action Point,ปราณเคลื่อนที่เริ่มต้น
UIPackage1_RoleInfo_RoleInfor_tag1_Text(2),Sword,กระบี่
UIPackage1_RoleInfo_RoleInfor_tag1_Text(3),Long,อาวุธยาว
UIPackage1_RoleInfo_RoleInfor_tag1_Text(4),Musical,ดนตรี
UIPackage1_RoleInfo_RoleInfor_RoleInfo_gongji,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo_qinggong,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo_quanzhang,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo_shuadao,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo_duanbing,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo1_fangyu,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo1_jiqi,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo1_yujian,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo1_changbing,100,100
UIPackage1_RoleInfo_RoleInfor_RoleInfo1_yinlv,100,100
UIPackage1_RoleInfo_RoleInfor_Additional_gongji,+20,+20
UIPackage1_RoleInfo_RoleInfor_Additional_qinggong,+20,+20
UIPackage1_RoleInfo_RoleInfor_Additional1_fangyu,+20,+20
UIPackage1_RoleInfo_RoleInfor_Additional1_jiqi,+20,+20
UIPackage1_RoleInfo_RoleInfor_Features_Features1_jiesuo_Text(TMP),Kitty,ลูกแมว
UIPackage1_RoleInfo_RoleInfor_Features_Features1(1)_jiesuo_Text(TMP),Kitty,ลูกแมว
UIPackage1_RoleInfo_RoleInfor_Features_Features1(2)_jiesuo_Text(TMP),Kitty,ลูกแมว
UIPackage1_RoleInfo_RoleInfor_Character_tag_Text,Benevolence,ศีลธรรม
UIPackage1_RoleInfo_RoleInfor_Character_tag_Text(1),Propriety,มารยาท
UIPackage1_RoleInfo_RoleInfor_Character_tag_Text(2),Trustworthy,ซื่อสัตย์
UIPackage1_RoleInfo_RoleInfor_Character_tag(1)_Text,Righteous,คุณธรรม
UIPackage1_RoleInfo_RoleInfor_Character_tag(1)_Text(1),Wisdom,ภูมิปัญญา
UIPackage1_RoleInfo_RoleInfor_Character_tag(1)_Text(2),Courage,ความกล้าหาญ
UIPackage1_RoleInfo_RoleInfor_Character_RoleInfo_rende,100,100
UIPackage1_RoleInfo_RoleInfor_Character_RoleInfo_lijie,100,100
UIPackage1_RoleInfo_RoleInfor_Character_RoleInfo_xinyong,100,100
UIPackage1_RoleInfo_RoleInfor_Character_RoleInfo(1)_rende,100,100
UIPackage1_RoleInfo_RoleInfor_Character_RoleInfo(1)_lijie,100,100
UIPackage1_RoleInfo_RoleInfor_Character_RoleInfo(1)_xinyong,100,100
UIPackage1_RoleInfo_RoleInfor_Interaction_Button_Text(TMP),Gift,ของขวัญ
UIPackage1_RoleInfo_RoleInfor_Interaction_Button(1)_Text(TMP),Spar,ประลอง
UIPackage1_RoleInfo_RoleInfor_Interaction_Button(2)_Text(TMP),Trade,แลกเปลี่ยน
UIPackage1_RoleInfo_RoleInfor_Interaction_Button(3)_Text(TMP),Leave team,ออกจากกลุ่ม
UIPackage1_RoleInfo_RoleInfor1_tag_Text,Attack power,พลังโจมตี
UIPackage1_RoleInfo_RoleInfor1_tag_Text(1),Qinggong,วิชาตัวเบา
UIPackage1_RoleInfo_RoleInfor1_tag_Text(2),Fist,หมัด
UIPackage1_RoleInfo_RoleInfor1_tag_Text(3),Blade,ดาบ
UIPackage1_RoleInfo_RoleInfor1_tag_Text(4),Short,อาวุธสั้น
UIPackage1_RoleInfo_RoleInfor1_tag_Text(5),Accuracy,ความแม่นยำ
UIPackage1_RoleInfo_RoleInfor1_tag_Text(6),Critical,คริติคอล
UIPackage1_RoleInfo_RoleInfor1_tag_Text(7),Medical,วิชาแพทย์
UIPackage1_RoleInfo_RoleInfor1_tag_Text(8),Throwing,อาวุธลับ
UIPackage1_RoleInfo_RoleInfor1_tag_Text(9),Knowledge,ความเข้าใจวรยุทธ
UIPackage1_RoleInfo_RoleInfor1_tag1_Text,Defense power,พลังป้องกัน
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(1),Initial Action Point,ปราณเคลื่อนที่เริ่มต้น
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(2),Sword,กระบี่
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(3),Long,อาวุธยาว
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(4),Musical,ดนตรี
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(5),Evasion,หลบหลีก
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(6),Parry,ปัดป้อง
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(7),Toxicology,ศาสตร์พิษ
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(8),Spar,ประลอง
UIPackage1_RoleInfo_RoleInfor1_tag1_Text(9),Combat,สู้จริง
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_gongji,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_qinggong,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_quanzhang,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_shuadao,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_duanbing,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_mingzhong,10%,10%
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_baoji,10%,10%
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_yishu,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_anqi,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo_wuxuechangshi,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_fangyu,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_jiqi,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_yujian,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_changbing,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_yinlv,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_shanbi,10%,10%
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_gedang,10%,10%
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_dushu,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_hubo,100,100
UIPackage1_RoleInfo_RoleInfor1_RoleInfo1_shizhannengli,100,100
UIPackage1_RoleInfo_RoleInfor1_Additional_gongji,+20,+20
UIPackage1_RoleInfo_RoleInfor1_Additional_qinggong,+20,+20
UIPackage1_RoleInfo_RoleInfor1_Additional1_fangyu,+20,+20
UIPackage1_RoleInfo_RoleInfor1_Additional1_jiqi,+20,+20
UIPackage1_RoleInfo_RoleInfor1_Character_tag_Text,Benevolence,ศีลธรรม
UIPackage1_RoleInfo_RoleInfor1_Character_tag_Text(1),Propriety,มารยาท
UIPackage1_RoleInfo_RoleInfor1_Character_tag_Text(2),Trustworthy,ซื่อสัตย์
UIPackage1_RoleInfo_RoleInfor1_Character_tag(1)_Text,Righteous,คุณธรรม
UIPackage1_RoleInfo_RoleInfor1_Character_tag(1)_Text(1),Wisdom,ภูมิปัญญา
UIPackage1_RoleInfo_RoleInfor1_Character_tag(1)_Text(2),Courage,ความกล้าหาญ
UIPackage1_RoleInfo_RoleInfor1_Character_RoleInfo_rende,100,100
UIPackage1_RoleInfo_RoleInfor1_Character_RoleInfo_lijie,100,100
UIPackage1_RoleInfo_RoleInfor1_Character_RoleInfo_xinyong,100,100
UIPackage1_RoleInfo_RoleInfor1_Character_RoleInfo(1)_rende,100,100
UIPackage1_RoleInfo_RoleInfor1_Character_RoleInfo(1)_lijie,100,100
UIPackage1_RoleInfo_RoleInfor1_Character_RoleInfo(1)_xinyong,100,100
UIPackage1_RoleInfo_RoleInfor1_Interaction_Button_Text(TMP),Gift,ของขวัญ
UIPackage1_RoleInfo_RoleInfor1_Interaction_Button(1)_Text(TMP),Spar,ประลอง
UIPackage1_RoleInfo_RoleInfor1_Interaction_Button(2)_Text(TMP),Trade,แลกเปลี่ยน
UIPackage1_RoleInfo_RoleInfor1_Interaction_Button(3)_Text(TMP),Leave team,ออกจากกลุ่ม
UIPackage1_Package_menu_Equipment_Text(TMP),Equipment,ของสวมใส่
UIPackage1_Package_menu_Equipment_Text(TMP)(1),Equipment,ของสวมใส่
UIPackage1_Package_menu_SecretBook_Text(TMP),Manual,ตำรา
UIPackage1_Package_menu_SecretBook_Text(TMP)(1),Manual,ตำรา
UIPackage1_Package_menu_Consume_Text(TMP),Consumables,ของใช้
UIPackage1_Package_menu_Consume_Text(TMP)(1),Consumables,ของใช้
UIPackage1_Package_menu_Material_Text(TMP),Material,วัตถุดิบ
UIPackage1_Package_menu_Material_Text(TMP)(1),Material,วัตถุดิบ
UIPackage1_Package_menu_Other_Text(TMP),Other,อื่นๆ
UIPackage1_Package_menu_Other_Text(TMP)(1),Other,อื่นๆ
UIPackage1_Package_Item_Item_num,22,22
UIPackage1_Package_Item_Item_mark_Text(TMP),EQ,สวมใส่
UIPackage1_Package_Item_Item(1)_num,22,22
UIPackage1_Package_Item_Item(1)_mark_Text(TMP),EQ,สวมใส่
UIPackage1_Package_Item_Item(2)_num,22,22
UIPackage1_Package_Item_Item(2)_mark_Text(TMP),LRN,เรียนรู้
UIPackage1_Package_Item_Item(3)_num,22,22
UIPackage1_Package_Item_Item(3)_mark_Text(TMP),LRN,เรียนรู้
UIPackage1_Package_Item_Item(4)_num,22,22
UIPackage1_Package_Item_Item(4)_mark_Text(TMP),LRN,เรียนรู้
UIPackage1_Package_Item_Item(5)_num,22,22
UIPackage1_Package_Item_Item(5)_mark_Text(TMP),LRN,เรียนรู้
UIPackage1_Package_Item_Item(6)_num,22,22
UIPackage1_Package_Item_Item(6)_mark_Text(TMP),LRN,เรียนรู้
UIPackage1_Package_Item_Item(7)_num,22,22
UIPackage1_Package_Item_Item(7)_mark_Text(TMP),LRN,เรียนรู้
UIPackage1_Package_Nothing_Image_Text(TMP),"Hero, your inventory is empty!",ท่านจอมยุทธ์ กระเป๋าของท่านว่างเปล่า!
UIPackage2_menu_Equipment_Text(TMP),Equipment,ของสวมใส่
UIPackage2_menu_SecretBook_Text(TMP),Manual,ตำรา
UIPackage2_menu_Consume_Text(TMP),Consumables,ของใช้
UIPackage2_menu_Material_Text(TMP),Material,วัตถุดิบ
UIPackage2_menu_Other_Text(TMP),Other,อื่นๆ
UIPackage2_LeftOrRight_left,Talent,พรสวรรค์
UIPackage2_LeftOrRight_right,"Attack+20, Inner Strength+2 sdfsd sdf"
UIPackage2_left_txt,Requirement,ความต้องการ
UIPackage2_title_tag_txt,Requirement,ความต้องการ
UIPackage2_InfoPanel_Nothing_Text(TMP),"Hero, your backpack is empty",ท่านจอมยุทธ์ กระเป๋าของท่านว่างเปล่า
UIPackage2_InfoPanel_button_xiulian_txt,LRN,เรียนรู้
UIPackage2_InfoPanel_button_xiulian_MaxLv_txt,Max Level Effect,สถานะระดับสูงสุด
UIPackage2_InfoPanel_button_chuandai_txt,Equip,สวมใส่
UIPackage2_InfoPanel_button_use_txt,Use,ใช้
UIPackage2_InfoPanel_button_xiexia_txt,Unload,ยกเลิกการโหลด
UIPackage2_selectUser_top_txt,Select User,เลือกผู้ใช้
UIPackage2_selectUser_cancel_txt,Cancel,ยกเลิก
UIPackage2_selectUser_confirm_txt,LRN,เรียนรู้
UIPackage2_selectUser_role_bg_Name_txt,Meng Zhan Mediator
UIPackage2_selectUser_role_bg_IsOn,Can Learn,เรียนรู้ได้
UIPackage2_selectUser_role_bg_NoRoleTxt,No partners have joined yet,ยังไม่มีพันธมิตรเข้าร่วม
UITeam1_Pages_Button_Text(TMP),Team,กลุ่ม
UITeam1_Pages_Button_Pages_Text(TMP),Team,กลุ่ม
UITeam1_Pages_Button_Pages(1)_Text(TMP),Inventory,สัมภาระ
