﻿end015_1,Life is impermanent and constantly changing; home can be found wherever you discover peace of mind.,ชีวิตเป็นสิ่งไม่เที่ยงและเปลี่ยนแปลงตลอดเวลา บ้านสามารถเป็นได้ทุกที่ที่เจ้ารู้สึกสบายใจ
Guide10099-6_1_1,"What are you doing with so much money on you!\nWhat you need to do now is to improve your strength as soon as possible, otherwise no matter how much money you save, you can't keep it, don't you know the principle of ""Innocent of Honorable, guilty of holding a jade""!","เจ้าคิดจะยังไงทำเงินมากมายของเจ้า!\nสิ่งที่เจ้าต้องทำตอนนี้คือฝึกฝนวรยุทธของเจ้าในเร็วที่สุดไม่เช่นนั้น ไม่ว่าเจ้าจะมีเงินเท่าไหร่ก็รักษามันไว้ไม่ได้\nเจ้าไม่รู้หรือว่า! ""สุจริตและเที่ยงธรรม ถือหยกมีความผิด"" "
Guide10099-6_1_2,"<color=#c44b0e>Chuxiang City's Dirty Street, Daliang City's Glittering Artifact Auction, and Zhongzhou's Night Auction Market</color> all hold auctions from time to time. You can use your money to find many good things, you should really go and take a look.","<color=#c44b0e>ตรอกเล้าหมูเมืองฉู่เซียง, หอไข่มุกของเมืองต้าเหลียง และตลาดประมูลราตรีในจงโจว</color> ล้วนมีการประมูลเป็นครั้งคราว เจ้าสามารถใช้เงินหาของดีๆ มากมายได้ที่นั่น เจ้าควรจะลองไปดูมันสักครั้ง"
Guide10099-7_1_1,"Feeling dizzy, weak in the limbs...",ข้ารู้สึกวิงเวียน แขนขาอ่อนแรง...
Guide10099-7_1_2,"What you have is a symptom of excessive Stamina exhaustion, which not only greatly weakens your damage and Defense effects in battle, but may also induce sudden death!",สิ่งที่เจ้าเป็นคืออาการของความเหนื่อยล้ามากเกินไป ซึ่งไม่เพียงแต่ทำให้ความเสียหายและการป้องกันในการต่อสู้ลดลงอย่างมาก แต่ยังอาจทำให้เสียชีวิตอย่างกะทันหันอีกด้วย!
Guide10099-7_1_3,"Master, what should I do now? I don't want to die young!",อาจารย์ ข้าควรทำยังไงดี ข้ายังไม่อยากตายตั้งแต่อายุยังน้อยนะ!
Guide10099-7_1_4,"You can recover your stamina by staying at the <color=#c44b0e>inn in the village</color>. If you don't have money, you can make do with a night on the <color=#c44b0e>straw mat in the broken house</color> in the village.",เจ้าสามารถฟื้นฟูแรงกายได้ด้วยการพักผ่อนที่<color=#c44b0e>โรงเตี๊ยมในหมู่บ้าน</color> หากเจ้าไม่มีเงิน ก็สามารถค้างคืนบน<color=#c44b0e>เสื่อฟางในบ้านร้าง</color>ในหมู่บ้านได้
Guide10099-8_1_1,"With your current strength, you can venture into the <color=#c44b0e>Wild Wolf Valley</color> in the Xiangfan region. It's a good place to hone your skills and grow. Additionally, you can collect animal skins and meat to sell to merchants."
Guide10099-9_1_1,"Although the <color=#c44b0e>Epiphyllum Valley</color> in the Wuyue region is dangerous, it's just the whetstone you need to sharpen your skills right now."
Guide10099-10_1_1,"With your current strength, you should be able to handle the beasts in the <color=#c44b0e>Forest of Broken Souls</color> in Xiangfan. Don't always pick on the weak, fighting tough enemy is the fastest way to increase your EXP."
Day-20_1_1,"""{PlayerName} Young Hero:""","""จอมยุทธน้อย{PlayerName}"""
Day-20_1_2,"""Today is the Mid-Autumn Festival, no matter where you are, whether you are homesick or reunited, we are grateful for your acquaintance in this world of martial arts."""
Day-20_1_3,"""To express our gratitude, we specially offer you mooncakes from our studio for you to taste. Thank you again for your tolerance and support for 'Hero's Adventure'.""","""เพื่อแสดงความขอบคุณ พวกเราจึงขอมอบขนมไหว้พระจันทร์ของสตูดิโอให้ท่านชิมโดยเฉพาะ ของคุณอีกครั้งที่คอยอดทน และสนับสนุน 'Hero's Adventure' อยู่เสมอ"""
Day-20_1_4,"""Half Amateur Studio"""
end004_1,"You took swift and brutal actions, stirring up waves of bloodshed and chaos in the martial arts world.",เจ้าดำเนินการอย่างรวดเร็วและโหดร้าย ปลุกกระแสการนองเลือดและความโกลาหลไปทั่วยุทธภพ
end004_2,"Under your great reputation, all factions are sincerely frightened, only to bow down to you.",ภายใต้ชื่อเสียงอันยิ่งใหญ่ของเจ้า ทุกฝ่ายต่างหวาดกลัวอย่างจริงใจ และต่างก้มหัวให้กับเจ้าเท่านั้น
end004_3,"You stand alone at the peak, overlooking the turbulent winds and clouds,",เจ้ายืนอยู่คนเดียวบนยอดเขามองเห็นลมและเมฆที่ปั่นป่วน
end004_4,"At this moment, it seems like the whole Jianghu is under your control!",ในขณะนี้ ดูเหมือนว่ายุทธภพทั้งหมดจะอยู่ภายใต้การควบคุมของเจ้า!
end037_1,"You have accumulated countless Gold treasures, and the economic lifeline of the whole world is in your hands.",เจ้าได้สะสมสมบัติทองคำจำนวนนับไม่ถ้วน และเส้นชีวิตทางเศรษฐกิจของโลกทั้งใบอยู่ในมือของเจ้า
end037_2,"You indulge in mountains of gold and silver all day, enjoying the wealth and glory you have earned through life and death.",เจ้าดื่มด่ำไปกับภูเขาทองคำและเงินตลอดทั้งวัน เพลิดเพลินกับความมั่งคั่งและเกียรติยศที่เจ้าได้รับจากชีวิตและความตาย
end038_1,"Beautiful women are like clouds by your side, each with their own charm. Drunk in the flowers, love never gets old, beauty fades, you must cherish.",ผู้หญิงสวยก็เหมือนเมฆาที่ล่องลอยอยู่เคียงข้างเจ้า แต่ละคนมีเสน่ห์ในตัวเอง ลุ่มหลงในบุปผา ความรักไม่เคยเก่า ​​ความงามจางหายไป เจ้าต้องทะนุถนอม
